event_date,decision_rule,_join_token,market_slug_market,group_item_title_market,contract_event_type_v2_market,event_set_v2_market,selected_yes_token_id_market,p_market,Y_event_int_market,hko_tmax_C,price_staleness_hours,market_slug_ecmwf,group_item_title_ecmwf,contract_event_type_v2_ecmwf,event_set_v2_ecmwf,selected_yes_token_id_ecmwf,p_ecmwf_proxy,Y_event_int_ecmwf,forecast_hko_daily_max_C,temperature_error_C,abs_temperature_error_C,selected_run_init_utc,decision_cutoff_utc,market_slug,group_item_title,contract_event_type_v2,event_set_v2,selected_yes_token_id,Y_event_int,Y_mismatch,brier_market_common,brier_ecmwf_common,log_market_common,log_ecmwf_common,delta_brier_market_minus_ecmwf,delta_log_market_minus_ecmwf
2026-04-14,24h_prior,31220456370460047001974226571142740576967519551640788680986594534826106551809,highest-temperature-in-hong-kong-on-april-14-2026-25c,25°C,interior_bin,"[25, 26)",31220456370460047001974226571142740576967519551640788680986594534826106551809,0.037,0,29.0,0.9847222222222224,highest-temperature-in-hong-kong-on-april-14-2026-25c,25°C,interior_bin,"[25, 26)",31220456370460047001974226571142740576967519551640788680986594534826106551809,0.1612813178210551,0,27.0,-2.0,2.0,2026-04-12T06:00:00+00:00,2026-04-12T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-14-2026-25c,25°C,interior_bin,"[25, 26)",31220456370460047001974226571142740576967519551640788680986594534826106551809,0,False,0.0013689999999999998,0.02601166347809618,0.03770186718401153,0.17587993007717273,-0.024642663478096183,-0.1381780628931612
2026-05-08,24h_prior,65887961658875134339642055644807916141632182365081343291527713226522392898197,highest-temperature-in-hong-kong-on-may-8-2026-30c,30°C,interior_bin,"[30, 31)",65887961658875134339642055644807916141632182365081343291527713226522392898197,0.045,1,30.3,0.9975,highest-temperature-in-hong-kong-on-may-8-2026-30c,30°C,interior_bin,"[30, 31)",65887961658875134339642055644807916141632182365081343291527713226522392898197,0.0547846815912408,1,27.8,-2.5,2.5,2026-05-06T06:00:00+00:00,2026-05-06T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-8-2026-30c,30°C,interior_bin,"[30, 31)",65887961658875134339642055644807916141632182365081343291527713226522392898197,1,False,0.912025,0.893431998154572,3.101092789211817,2.904344657111355,0.018593001845428003,0.19674813210046205
2026-04-18,24h_prior,68409637147245886453619157311123715158829443268572111951700473766947617176414,highest-temperature-in-hong-kong-on-april-18-2026-26c,26°C,interior_bin,"[26, 27)",68409637147245886453619157311123715158829443268572111951700473766947617176414,0.028,0,28.5,0.9852777777777778,highest-temperature-in-hong-kong-on-april-18-2026-26c,26°C,interior_bin,"[26, 27)",68409637147245886453619157311123715158829443268572111951700473766947617176414,0.1716158659179379,0,27.9,-0.6000000000000014,0.6000000000000014,2026-04-16T06:00:00+00:00,2026-04-16T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-18-2026-26c,26°C,interior_bin,"[26, 27)",68409637147245886453619157311123715158829443268572111951700473766947617176414,0,False,0.0007840000000000001,0.029452005434763638,0.028399474521698,0.18827830212835123,-0.028668005434763638,-0.15987882760665323
2026-04-14,24h_prior,13877836181753017167793295465122046990112502110510601480234694063678329353417,highest-temperature-in-hong-kong-on-april-14-2026-27c,27°C,interior_bin,"[27, 28)",13877836181753017167793295465122046990112502110510601480234694063678329353417,0.22,0,29.0,1.9877777777777776,highest-temperature-in-hong-kong-on-april-14-2026-27c,27°C,interior_bin,"[27, 28)",13877836181753017167793295465122046990112502110510601480234694063678329353417,0.2475074624530771,0,27.0,-2.0,2.0,2026-04-12T06:00:00+00:00,2026-04-12T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-14-2026-27c,27°C,interior_bin,"[27, 28)",13877836181753017167793295465122046990112502110510601480234694063678329353417,0,False,0.0484,0.061259943969961365,0.2484613592984996,0.2843641992894444,-0.012859943969961367,-0.03590283999094479
2026-04-14,24h_prior,20341263943517209195091724322473110484518254189465116749974517703146002553256,highest-temperature-in-hong-kong-on-april-14-2026-28c,28°C,interior_bin,"[28, 29)",20341263943517209195091724322473110484518254189465116749974517703146002553256,0.295,0,29.0,0.9836111111111112,highest-temperature-in-hong-kong-on-april-14-2026-28c,28°C,interior_bin,"[28, 29)",20341263943517209195091724322473110484518254189465116749974517703146002553256,0.161281317821055,0,27.0,-2.0,2.0,2026-04-12T06:00:00+00:00,2026-04-12T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-14-2026-28c,28°C,interior_bin,"[28, 29)",20341263943517209195091724322473110484518254189465116749974517703146002553256,0,False,0.08702499999999999,0.026011663478096157,0.3495574761698683,0.17587993007717273,0.061013336521903834,0.1736775460926956
2026-04-14,24h_prior,38287895953980023815609167639954832336820963982937964017350700829859860447275,highest-temperature-in-hong-kong-on-april-14-2026-29c,29°C,interior_bin,"[29, 30)",38287895953980023815609167639954832336820963982937964017350700829859860447275,0.175,1,29.0,8.984166666666667,highest-temperature-in-hong-kong-on-april-14-2026-29c,29°C,interior_bin,"[29, 30)",38287895953980023815609167639954832336820963982937964017350700829859860447275,0.0684610877776886,1,27.0,-2.0,2.0,2026-04-12T06:00:00+00:00,2026-04-12T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-14-2026-29c,29°C,interior_bin,"[29, 30)",38287895953980023815609167639954832336820963982937964017350700829859860447275,1,False,0.6806249999999999,0.8677647449843273,1.742969305058623,2.6814897567616827,-0.1871397449843274,-0.9385204517030596
2026-05-08,24h_prior,90681928144048992045119562931409148469300849219314404143767986445279334053721,highest-temperature-in-hong-kong-on-may-8-2026-29c,29°C,interior_bin,"[29, 30)",90681928144048992045119562931409148469300849219314404143767986445279334053721,0.225,0,30.3,0.9980555555555556,highest-temperature-in-hong-kong-on-may-8-2026-29c,29°C,interior_bin,"[29, 30)",90681928144048992045119562931409148469300849219314404143767986445279334053721,0.1406220211694107,0,27.8,-2.5,2.5,2026-05-06T06:00:00+00:00,2026-05-06T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-8-2026-29c,29°C,interior_bin,"[29, 30)",90681928144048992045119562931409148469300849219314404143767986445279334053721,0,False,0.050625,0.01977455283777019,0.25489224962879004,0.15154643185761363,0.030850447162229813,0.10334581777117641
2026-04-15,24h_prior,71158703356485755362088776516876010734595262236288101958249353725089347837509,highest-temperature-in-hong-kong-on-april-15-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",71158703356485755362088776516876010734595262236288101958249353725089347837509,0.0005,0,28.9,1.9838888888888888,highest-temperature-in-hong-kong-on-april-15-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",71158703356485755362088776516876010734595262236288101958249353725089347837509,1.7876979701236806e-05,0,27.2,-1.6999999999999993,1.6999999999999993,2026-04-13T06:00:00+00:00,2026-04-13T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-15-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",71158703356485755362088776516876010734595262236288101958249353725089347837509,0,False,2.5e-07,3.195864032384328e-10,0.0005001250416822429,1.7877139496342864e-05,2.4968041359676156e-07,0.0004822479021859
2026-04-15,24h_prior,31597152713066401714351153789917220579181049670186092718818019264003168301991,highest-temperature-in-hong-kong-on-april-15-2026-21c,21°C,interior_bin,"[21, 22)",31597152713066401714351153789917220579181049670186092718818019264003168301991,0.0015,0,28.9,0.985,highest-temperature-in-hong-kong-on-april-15-2026-21c,21°C,interior_bin,"[21, 22)",31597152713066401714351153789917220579181049670186092718818019264003168301991,0.000245600485894,0,27.2,-1.6999999999999993,1.6999999999999993,2026-04-13T06:00:00+00:00,2026-04-13T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-15-2026-21c,21°C,interior_bin,"[21, 22)",31597152713066401714351153789917220579181049670186092718818019264003168301991,0,False,2.25e-06,6.03195986713689e-08,0.0015011261262670914,0.0002456306506323684,2.1896804013286313e-06,0.001255495475634723
2026-04-15,24h_prior,61987845043323177934129679021316900041876771071191229576825138543285066296461,highest-temperature-in-hong-kong-on-april-15-2026-22c,22°C,interior_bin,"[22, 23)",61987845043323177934129679021316900041876771071191229576825138543285066296461,0.0035,0,28.9,7.984166666666667,highest-temperature-in-hong-kong-on-april-15-2026-22c,22°C,interior_bin,"[22, 23)",61987845043323177934129679021316900041876771071191229576825138543285066296461,0.0022916528648326,0,27.2,-1.6999999999999993,1.6999999999999993,2026-04-13T06:00:00+00:00,2026-04-13T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-15-2026-22c,22°C,interior_bin,"[22, 23)",61987845043323177934129679021316900041876771071191229576825138543285066296461,0,False,1.2250000000000001e-05,5.251672852895463e-06,0.00350613932928759,0.002294282719837081,6.998327147104538e-06,0.001211856609450509
2026-05-09,24h_prior,21725140321704985423651531139327547528309640953652485196917271690832796256647,highest-temperature-in-hong-kong-on-may-9-2026-18c,18°C,interior_bin,"[18, 19)",21725140321704985423651531139327547528309640953652485196917271690832796256647,0.0015,0,26.1,0.9944444444444444,highest-temperature-in-hong-kong-on-may-9-2026-18c,18°C,interior_bin,"[18, 19)",21725140321704985423651531139327547528309640953652485196917271690832796256647,8.906858089663405e-05,0,24.6,-1.5,1.5,2026-05-07T06:00:00+00:00,2026-05-07T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-9-2026-18c,18°C,interior_bin,"[18, 19)",21725140321704985423651531139327547528309640953652485196917271690832796256647,0,False,2.25e-06,7.933212102940245e-09,0.0015011261262670914,8.907254773823457e-05,2.24206678789706e-06,0.001412053578528857
2026-04-10,24h_prior,88262719188573566470251670873242729419758093265490171670915320458063421254960,highest-temperature-in-hong-kong-on-april-10-2026-27c,27°C,interior_bin,"[27, 28)",88262719188573566470251670873242729419758093265490171670915320458063421254960,0.08,0,28.3,0.9988888888888888,highest-temperature-in-hong-kong-on-april-10-2026-27c,27°C,interior_bin,"[27, 28)",88262719188573566470251670873242729419758093265490171670915320458063421254960,0.2351094847929893,0,26.8,-1.5,1.5,2026-04-08T06:00:00+00:00,2026-04-08T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-10-2026-27c,27°C,interior_bin,"[27, 28)",88262719188573566470251670873242729419758093265490171670915320458063421254960,0,False,0.0064,0.055276469839624864,0.08338160893905101,0.2680225727743268,-0.04887646983962486,-0.18464096383527578
2026-04-12,24h_prior,70877020873068393683668313520728986915239094865319327014117538689679159285073,highest-temperature-in-hong-kong-on-april-12-2026-28c,28°C,interior_bin,"[28, 29)",70877020873068393683668313520728986915239094865319327014117538689679159285073,0.285,1,28.5,0.9902777777777778,highest-temperature-in-hong-kong-on-april-12-2026-28c,28°C,interior_bin,"[28, 29)",70877020873068393683668313520728986915239094865319327014117538689679159285073,0.161281317821055,1,27.0,-1.5,1.5,2026-04-10T06:00:00+00:00,2026-04-10T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-12-2026-28c,28°C,interior_bin,"[28, 29)",70877020873068393683668313520728986915239094865319327014117538689679159285073,1,False,0.5112250000000002,0.7034490278359861,1.2552660987134867,1.82460512311903,-0.1922240278359859,-0.5693390244055432
2026-04-01,24h_prior,13757421407633171963826033095139937965738957582512295012829992103522849849893,highest-temperature-in-hong-kong-on-april-1-2026-29c,29°C,interior_bin,"[29, 30)",13757421407633171963826033095139937965738957582512295012829992103522849849893,0.11,0,27.3,4.984722222222223,highest-temperature-in-hong-kong-on-april-1-2026-29c,29°C,interior_bin,"[29, 30)",13757421407633171963826033095139937965738957582512295012829992103522849849893,0.161281317821055,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-29c,29°C,interior_bin,"[29, 30)",13757421407633171963826033095139937965738957582512295012829992103522849849893,0,False,0.0121,0.026011663478096157,0.11653381625595151,0.17587993007717273,-0.013911663478096158,-0.05934611382122122
2026-04-01,24h_prior,40014900626589044189029630768093662713815741737430235059361070842764241218823,highest-temperature-in-hong-kong-on-april-1-2026-21c,21°C,interior_bin,"[21, 22)",40014900626589044189029630768093662713815741737430235059361070842764241218823,0.0015,0,27.3,0.9838888888888888,highest-temperature-in-hong-kong-on-april-1-2026-21c,21°C,interior_bin,"[21, 22)",40014900626589044189029630768093662713815741737430235059361070842764241218823,3.01406150965966e-05,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-21c,21°C,interior_bin,"[21, 22)",40014900626589044189029630768093662713815741737430235059361070842764241218823,0,False,2.25e-06,9.084566784011869e-10,0.0015011261262670914,3.014106933411867e-05,2.249091543321599e-06,0.0014709850569329726
2026-04-10,24h_prior,41642465981386783567093252900415715824417450066807872070855509555051948550405,highest-temperature-in-hong-kong-on-april-10-2026-25c,25°C,interior_bin,"[25, 26)",41642465981386783567093252900415715824417450066807872070855509555051948550405,0.007,0,28.3,0.9975,highest-temperature-in-hong-kong-on-april-10-2026-25c,25°C,interior_bin,"[25, 26)",41642465981386783567093252900415715824417450066807872070855509555051948550405,0.1818317583821428,0,26.8,-1.5,1.5,2026-04-08T06:00:00+00:00,2026-04-08T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-10-2026-25c,25°C,interior_bin,"[25, 26)",41642465981386783567093252900415715824417450066807872070855509555051948550405,0,False,4.9000000000000005e-05,0.03306278835634196,0.007024614936964466,0.20068728917800066,-0.03301378835634196,-0.1936626742410362
2026-04-01,24h_prior,55079827773872631729176930461884414860375524560638114135289382035970218663038,highest-temperature-in-hong-kong-on-april-1-2026-22c,22°C,interior_bin,"[22, 23)",55079827773872631729176930461884414860375524560638114135289382035970218663038,0.007,0,27.3,5.985,highest-temperature-in-hong-kong-on-april-1-2026-22c,22°C,interior_bin,"[22, 23)",55079827773872631729176930461884414860375524560638114135289382035970218663038,0.0003973890913637,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-22c,22°C,interior_bin,"[22, 23)",55079827773872631729176930461884414860375524560638114135289382035970218663038,0,False,4.9000000000000005e-05,1.5791808993486712e-07,0.007024614936964466,0.0003974680713331773,4.884208191006514e-05,0.006627146865631289
2026-04-10,24h_prior,33920930266990684139171199131588879631620210162811979261259740749860755381977,highest-temperature-in-hong-kong-on-april-10-2026-24c,24°C,interior_bin,"[24, 25)",33920930266990684139171199131588879631620210162811979261259740749860755381977,0.0095,0,28.3,0.9911111111111112,highest-temperature-in-hong-kong-on-april-10-2026-24c,24°C,interior_bin,"[24, 25)",33920930266990684139171199131588879631620210162811979261259740749860755381977,0.0840955945149676,0,26.8,-1.5,1.5,2026-04-08T06:00:00+00:00,2026-04-08T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-10-2026-24c,24°C,interior_bin,"[24, 25)",33920930266990684139171199131588879631620210162811979261259740749860755381977,0,False,9.025e-05,0.00707206901682585,0.009545412843531385,0.08784328057817696,-0.00698181901682585,-0.07829786773464557
2026-04-20,24h_prior,12835533810598244761479551057421131888609160305175219557309909446058274777704,highest-temperature-in-hong-kong-on-april-20-2026-23c,23°C,interior_bin,"[23, 24)",12835533810598244761479551057421131888609160305175219557309909446058274777704,0.002,0,28.4,0.9958333333333332,highest-temperature-in-hong-kong-on-april-20-2026-23c,23°C,interior_bin,"[23, 24)",12835533810598244761479551057421131888609160305175219557309909446058274777704,0.0333206837641829,0,26.6,-1.7999999999999972,1.7999999999999972,2026-04-18T06:00:00+00:00,2026-04-18T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-20-2026-23c,23°C,interior_bin,"[23, 24)",12835533810598244761479551057421131888609160305175219557309909446058274777704,0,False,4e-06,0.001110267966512682,0.0020020026706730793,0.033888466000109016,-0.001106267966512682,-0.031886463329435934
2026-04-01,24h_prior,83841444489435774308014761014987456636927246644172209548916425298470168255910,highest-temperature-in-hong-kong-on-april-1-2026-23c,23°C,interior_bin,"[23, 24)",83841444489435774308014761014987456636927246644172209548916425298470168255910,0.0165,0,27.3,4.984722222222223,highest-temperature-in-hong-kong-on-april-1-2026-23c,23°C,interior_bin,"[23, 24)",83841444489435774308014761014987456636927246644172209548916425298470168255910,0.0034013202343929,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-23c,23°C,interior_bin,"[23, 24)",83841444489435774308014761014987456636927246644172209548916425298470168255910,0,False,0.00027225000000000003,1.1568979336890571e-05,0.01663764115302325,0.0034071178742141215,0.0002606810206631095,0.013230523278809126
2026-05-07,24h_prior,85496398603942550247384799430661359872684457752327118649913136835913227667094,highest-temperature-in-hong-kong-on-may-7-2026-25c,25°C,interior_bin,"[25, 26)",85496398603942550247384799430661359872684457752327118649913136835913227667094,0.0175,0,29.3,0.9977777777777778,highest-temperature-in-hong-kong-on-may-7-2026-25c,25°C,interior_bin,"[25, 26)",85496398603942550247384799430661359872684457752327118649913136835913227667094,0.2523233465502915,0,25.9,-3.400000000000002,3.400000000000002,2026-05-05T06:00:00+00:00,2026-05-05T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-7-2026-25c,25°C,interior_bin,"[25, 26)",85496398603942550247384799430661359872684457752327118649913136835913227667094,0,False,0.00030625000000000004,0.0636670712143385,0.01765493523872071,0.29078467595258267,-0.0633608212143385,-0.273129740713862
2026-04-10,24h_prior,64601735238886796622927629959507020019160609939140331765301887751898128552410,highest-temperature-in-hong-kong-on-april-10-2026-22c,22°C,interior_bin,"[22, 23)",64601735238886796622927629959507020019160609939140331765301887751898128552410,0.004,0,28.3,1.985,highest-temperature-in-hong-kong-on-april-10-2026-22c,22°C,interior_bin,"[22, 23)",64601735238886796622927629959507020019160609939140331765301887751898128552410,0.0049620348176447,0,26.8,-1.5,1.5,2026-04-08T06:00:00+00:00,2026-04-08T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-10-2026-22c,22°C,interior_bin,"[22, 23)",64601735238886796622927629959507020019160609939140331765301887751898128552410,0,False,1.6e-05,2.4621789531518272e-05,0.004008021397538822,0.0049743865892983375,-8.621789531518273e-06,-0.0009663651917595157
2026-05-09,24h_prior,35158041064794393671845093723991014996521989020425995110011978417443888480391,highest-temperature-in-hong-kong-on-may-9-2026-27corhigher,27°C or higher,upper_tail,"[27, infinity)",35158041064794393671845093723991014996521989020425995110011978417443888480391,0.12,0,26.1,0.9952777777777778,highest-temperature-in-hong-kong-on-may-9-2026-27corhigher,27°C or higher,upper_tail,"[27, infinity)",35158041064794393671845093723991014996521989020425995110011978417443888480391,0.0547992916995581,0,24.6,-1.5,1.5,2026-05-07T06:00:00+00:00,2026-05-07T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-9-2026-27corhigher,27°C or higher,upper_tail,"[27, infinity)",35158041064794393671845093723991014996521989020425995110011978417443888480391,0,False,0.0144,0.0030029623707732572,0.12783337150988489,0.05635798430398383,0.011397037629226742,0.07147538720590105
2026-05-09,24h_prior,67886780782777007404816576296208647215053862142002210126840998072692210038796,highest-temperature-in-hong-kong-on-may-9-2026-26c,26°C,interior_bin,"[26, 27)",67886780782777007404816576296208647215053862142002210126840998072692210038796,0.325,1,26.1,0.9947222222222222,highest-temperature-in-hong-kong-on-may-9-2026-26c,26°C,interior_bin,"[26, 27)",67886780782777007404816576296208647215053862142002210126840998072692210038796,0.1205246531526716,1,24.6,-1.5,1.5,2026-05-07T06:00:00+00:00,2026-05-07T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-9-2026-26c,26°C,interior_bin,"[26, 27)",67886780782777007404816576296208647215053862142002210126840998072692210038796,1,False,0.45562500000000006,0.7734768857122286,1.1239300966523995,2.115900956498603,-0.31785188571222855,-0.9919708598462034
2026-04-01,24h_prior,44949916810529548120680678974005916291746611437060914085328650456191313099194,highest-temperature-in-hong-kong-on-april-1-2026-24c,24°C,interior_bin,"[24, 25)",44949916810529548120680678974005916291746611437060914085328650456191313099194,0.031,0,27.3,0.9858333333333332,highest-temperature-in-hong-kong-on-april-1-2026-24c,24°C,interior_bin,"[24, 25)",44949916810529548120680678974005916291746611437060914085328650456191313099194,0.0189197513805894,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-24c,24°C,interior_bin,"[24, 25)",44949916810529548120680678974005916291746611437060914085328650456191313099194,0,False,0.0009609999999999999,0.0003579569923033145,0.03149066709137085,0.019101019888429726,0.0006030430076966855,0.012389647202941122
2026-04-20,24h_prior,88486776606520744295873972203430176929652185107997890572986462128912279844089,highest-temperature-in-hong-kong-on-april-20-2026-22c,22°C,interior_bin,"[22, 23)",88486776606520744295873972203430176929652185107997890572986462128912279844089,0.002,0,28.4,0.9894444444444443,highest-temperature-in-hong-kong-on-april-20-2026-22c,22°C,interior_bin,"[22, 23)",88486776606520744295873972203430176929652185107997890572986462128912279844089,0.0071152354432029,0,26.6,-1.7999999999999972,1.7999999999999972,2026-04-18T06:00:00+00:00,2026-04-18T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-20-2026-22c,22°C,interior_bin,"[22, 23)",88486776606520744295873972203430176929652185107997890572986462128912279844089,0,False,4e-06,5.0626575412210765e-05,0.0020020026706730793,0.007140669448675237,-4.662657541221076e-05,-0.0051386667780021576
2026-04-01,24h_prior,74029023981756759082197939119003286627001628189391619854668747272006096227673,highest-temperature-in-hong-kong-on-april-1-2026-25c,25°C,interior_bin,"[25, 26)",74029023981756759082197939119003286627001628189391619854668747272006096227673,0.065,0,27.3,5.985555555555556,highest-temperature-in-hong-kong-on-april-1-2026-25c,25°C,interior_bin,"[25, 26)",74029023981756759082197939119003286627001628189391619854668747272006096227673,0.0684610877776886,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-25c,25°C,interior_bin,"[25, 26)",74029023981756759082197939119003286627001628189391619854668747272006096227673,0,False,0.0042250000000000005,0.004686920539704383,0.06720874969344999,0.07091731609070336,-0.00046192053970438296,-0.0037085663972533656
2026-05-07,24h_prior,6165193712404272848380566702015723519114368431502050035518284669802065733554,highest-temperature-in-hong-kong-on-may-7-2026-24c,24°C,interior_bin,"[24, 25)",6165193712404272848380566702015723519114368431502050035518284669802065733554,0.002,0,29.3,0.9980555555555556,highest-temperature-in-hong-kong-on-may-7-2026-24c,24°C,interior_bin,"[24, 25)",6165193712404272848380566702015723519114368431502050035518284669802065733554,0.1716158659179379,0,25.9,-3.400000000000002,3.400000000000002,2026-05-05T06:00:00+00:00,2026-05-05T16:00:00+00:00,highest-temperature-in-hong-kong-on-may-7-2026-24c,24°C,interior_bin,"[24, 25)",6165193712404272848380566702015723519114368431502050035518284669802065733554,0,False,4e-06,0.029452005434763638,0.0020020026706730793,0.18827830212835123,-0.029448005434763638,-0.18627629945767815
2026-04-10,24h_prior,22949151863078752582196083265341890533083952581087552910627824170177285810469,highest-temperature-in-hong-kong-on-april-10-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",22949151863078752582196083265341890533083952581087552910627824170177285810469,0.0015,0,28.3,0.9897222222222222,highest-temperature-in-hong-kong-on-april-10-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",22949151863078752582196083265341890533083952581087552910627824170177285810469,5.516653502724012e-05,0,26.8,-1.5,1.5,2026-04-08T06:00:00+00:00,2026-04-08T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-10-2026-20corbelow,20°C or below,lower_tail_endpoint,"(-infinity, 21)",22949151863078752582196083265341890533083952581087552910627824170177285810469,0,False,2.25e-06,3.0433465869117114e-09,0.0015011261262670914,5.5168056756499515e-05,2.2469566534130883e-06,0.001445958069510592
2026-04-01,24h_prior,43076841186972569954589188275745972187022313669271379429828637168322720934433,highest-temperature-in-hong-kong-on-april-1-2026-26c,26°C,interior_bin,"[26, 27)",43076841186972569954589188275745972187022313669271379429828637168322720934433,0.19,0,27.3,0.9866666666666668,highest-temperature-in-hong-kong-on-april-1-2026-26c,26°C,interior_bin,"[26, 27)",43076841186972569954589188275745972187022313669271379429828637168322720934433,0.1612813178210551,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-26c,26°C,interior_bin,"[26, 27)",43076841186972569954589188275745972187022313669271379429828637168322720934433,0,False,0.0361,0.02601166347809618,0.21072103131565253,0.17587993007717273,0.010088336521903819,0.034841101238479805
2026-04-01,24h_prior,15286266942096997100441907272183828891275214701549879934850424172490056004762,highest-temperature-in-hong-kong-on-april-1-2026-27c,27°C,interior_bin,"[27, 28)",15286266942096997100441907272183828891275214701549879934850424172490056004762,0.335,1,27.3,0.9883333333333332,highest-temperature-in-hong-kong-on-april-1-2026-27c,27°C,interior_bin,"[27, 28)",15286266942096997100441907272183828891275214701549879934850424172490056004762,0.247507462453077,1,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-27c,27°C,interior_bin,"[27, 28)",15286266942096997100441907272183828891275214701549879934850424172490056004762,1,False,0.44222500000000003,0.5662450190638073,1.0936247471570706,1.3963145461023705,-0.12402001906380727,-0.3026897989452999
2026-04-01,24h_prior,20796348205047967733869729627896331196596616742840951445748283819848266836944,highest-temperature-in-hong-kong-on-april-1-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",20796348205047967733869729627896331196596616742840951445748283819848266836944,0.0735,0,27.3,0.99,highest-temperature-in-hong-kong-on-april-1-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",20796348205047967733869729627896331196596616742840951445748283819848266836944,0.0912112197258678,0,28.0,0.6999999999999993,0.6999999999999993,2026-03-30T06:00:00+00:00,2026-03-30T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-1-2026-30corhigher,30°C or higher,upper_tail,"[30, infinity)",20796348205047967733869729627896331196596616742840951445748283819848266836944,0,False,0.005402249999999999,0.008319486603880537,0.0763412332567226,0.09564257674052054,-0.0029172366038805377,-0.019301343483797945
2026-04-20,24h_prior,92670989278231954672923309479779187288707355477681805044244609865076579244706,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,21°C or below,lower_tail_endpoint,"(-infinity, 22)",92670989278231954672923309479779187288707355477681805044244609865076579244706,0.002,0,28.4,0.9916666666666668,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,21°C or below,lower_tail_endpoint,"(-infinity, 22)",92670989278231954672923309479779187288707355477681805044244609865076579244706,0.0010823004813931,0,26.6,-1.7999999999999972,1.7999999999999972,2026-04-18T06:00:00+00:00,2026-04-18T16:00:00+00:00,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,21°C or below,lower_tail_endpoint,"(-infinity, 22)",92670989278231954672923309479779187288707355477681805044244609865076579244706,0,False,4e-06,1.1713743320237362e-06,0.0020020026706730793,0.0010828865914954678,2.8286256679762634e-06,0.0009191160791776115
